WatReqID,PlanningUnitID,Rationale,WReq_FISH,WReq_VEG,WReq_WBIRD,WReq_OTHER,CompliancePoint/Node,Condition,StartWateringPeriod,EndWateringPeriod,FlowComponent,BPFlowComponent,FlowMagnitude,WateringFrequency,WateringDuration,WateringDepth/height_m AHD,MaxIntervalBtwnEvents,Additional requirements/Notes
Ra_0000061,PU_0000004,"4e; 
4f connectivity to lagoons:Fish Spawning",TRUE,FALSE,FALSE,FALSE,,,September,November,Fresh,Fresh,,once in spring 2 in 3 years,3 days,≥82.5 mAHD,,
Ra_0000062,PU_0000004,"3b.2, 4a, 4c; Refuge (Definition of Refuge see Comments/Notes)",TRUE,FALSE,TRUE,FALSE,,,December,March,N/A,N/A,,2 out of 4 years,Always greater than r 80.65 mAHD,worst year 80.65 mAHD,,"Aquatic refuge habitat - assuming no pools, as insufficient data available. Fish require 1.5 m (turtles require less ~0.5 m). A depth of 1 m may be tolerated in very dry years. Deep pools are known to exist in Gunbower Creek but they have not been well do"
Ra_0000063,PU_0000004,"3b.2, 4a, 4c; Refuge (Definition of Refuge see Comments/Notes)",TRUE,FALSE,TRUE,FALSE,,Cooler,April,November,N/A,N/A,,2 out of 4 years,always greater than 80.4 mAHD,80.65 mAHD; worst year 80.4 mAHD,,"Cooler temps therefore lower thermal mass required; Aquatic refuge habitat - assuming no pools, as insufficient data available. Fish require 1.5 m (turtles require less ~0.5 m). A depth of 1 m may be tolerated in very dry years. Deep pools are known to ex"
Ra_0000064,PU_0000004,4b. maintain low nutrient and moderate DO,TRUE,FALSE,FALSE,FALSE,,,December,March,Low flow fresh,Low-flow-season freshes,500 ML/day,2 spring 2 summer,2 days each,81.7 mAHD,,
Ra_0000065,PU_0000004,2c,FALSE,TRUE,FALSE,FALSE,,complete dry,December,February,No flow,Cease-to-flow,0,1 in 5 years,Summer,0,,
Ra_0000066,PU_0000004,"4g: Max. 120 mm per day - fish reasons
1d.2: Max. 120 mm per day to minimise risk of bank slumping",TRUE,FALSE,FALSE,FALSE,,,N/A,N/A,Maximum rate of fall,Other,,,,,,Max rate of fall: 120 mm per day
Ra_0000067,PU_0000005,"2a, 3c, 3d.2 Can only survive 2 years of not being met sequentially",FALSE,TRUE,TRUE,FALSE,,,August,October,Peak,Other,≥830 ML/d,2 out of 4 years,Aug - Oct,≥81.8 mAHD,,
Ra_0000068,PU_0000005,"2a, 3c, 3d.1",FALSE,TRUE,TRUE,FALSE,,,August,October,Minimum,Other,,2 out of 4 years,Aug - Oct,81.3 mAHD,,
Ra_0000069,PU_0000005,Objective 3d.3 only; Fauna reasons,FALSE,FALSE,TRUE,FALSE,,,August,October,Rate,Other,,in years where macrophytes flooded,Aug-Oct,,,Max rate of fall: drop of 0.2 m over 2 weeks. Rate can exceed this
Ra_0000070,PU_0000005,"2a, 2c, 3c, 4d: Expose benches24; can only survive 2 years of not being met sequentially",TRUE,TRUE,TRUE,FALSE,,,February,May,Maximum,Other,,2 out of 4 years,Feb-May,<80.9 mAHD,,
Ra_0000071,PU_0000005,Objective 4e; Fish spawning,TRUE,FALSE,FALSE,FALSE,,,September,November,Fresh,Fresh,,2 in 3 years,3 days,≥82 mAHD,,
Ra_0000072,PU_0000005,"Objectives 3b.2, 4a; Refuge (Definition of Refuge see Comments/Notes)",TRUE,FALSE,TRUE,FALSE,,,December,June,N/A,N/A,,2 out of 3 years,always greater than 78.5 mAHD,79.0 mAHD; worst year 78.5 mAHD,,"Aquatic refuge habitat - assuming no pools, as insufficient data available. Fish require 1.5 m (turtles require less ~0.5 m). A depth of 1 m may be tolerated in very dry years. Deep pools are known to exist in Gunbower Creek but they have not been well do"
Ra_0000073,PU_0000005,"4f connectivity to lagoons
4b maintain low nutrient and moderate DO",TRUE,FALSE,FALSE,FALSE,,,December,March,Low Flow Fresh,Low-flow-season freshes,,"2 spring, 2 summer",Dec - Mar,82.1 mAHD,,
Ra_0000074,PU_0000005,"1a: Medium sands may be locally mobilised
1b: Silts may be locally scoured",FALSE,FALSE,FALSE,TRUE,,,Any time,Any time,Bank full,Bank-full,"1,600 ML/d",Annual,~7days,82.26 mAHD,,
Ra_0000075,PU_0000005,1e: Sands locally mobilised,FALSE,FALSE,FALSE,TRUE,,,Any time,Any time,Overbank,Over-bank flows,,Annual,~7days,≥82.26 mAHD,,
Ra_0000076,PU_0000005,"4g: Max. 120 mm per day - fish reasons
1d.2: Max. 120 mm per day to minimise risk of bank slumping",TRUE,FALSE,FALSE,FALSE,,Rate,N/A,N/A,Maximum rate of fall,Other,,,,,,Max rate of fall: 120 mm per day
Ra_0000077,PU_0000006,"2a, 3c, 3d.2 Can only survive 2 years of not being met sequentially; 4f connectivity to lagoons",FALSE,TRUE,TRUE,FALSE,,,August,October,Peak,Other,,2 out of 4 years,Aug-Oct,≥81.3 mAHD (any flow),,
Ra_0000078,PU_0000006,"2a, 3c, 3d.1",FALSE,TRUE,TRUE,FALSE,,,August,October,Minimum,Other,,2 out of 4 years,Aug - Oct,81.1 mAHD,,
Ra_0000079,PU_0000006,"3d.3 Fauna reasons; 
3. Avoid sudden declines in level: 0.2 – 0.4 m in spring over less than 2 weeks",FALSE,FALSE,TRUE,FALSE,,,August,October,Rate,Other,,in years where macrophytes flooded,Aug-Oct,0.2 m,,Max rate of fall: drop of 0.2 m over 2 weeks. Rate can exceed this
Ra_0000080,PU_0000006,"2a, 2c, 3c, 4d: Expose benches; can only survive 2 years of not being met sequentially",TRUE,TRUE,TRUE,FALSE,,,February,May,Maximum,Other,"(0.7 m below
weir crest)",2 out of 4 years,Feb - May,"<80.6 mAHD; (0.7 m below weir crest)
(0.7 m below weir crest)",,
Ra_0000081,PU_0000006,4e only; fish Spawning,TRUE,FALSE,FALSE,FALSE,,,September,November,Fresh,Fresh,,2 of 3 years,3 days,≥81.5 mAHD,,
Ra_0000082,PU_0000006,"3b.2, 4a, 4c; Refuge (Definition of Refuge see Comments/Notes)",TRUE,FALSE,TRUE,FALSE,,,December,June,N/A,N/A,,2 out of 4 years,always greater than 79.2 mAHD,79.7 mAHD; worst year 79.2 mAHD,,"Aquatic refuge habitat - assuming no pools, as insufficient data available. Fish require 1.5 m (turtles require less ~0.5 m). A depth of 1 m may be tolerated in very dry years. Deep pools are known to exist in Gunbower Creek but they have not been well do"
Ra_0000083,PU_0000006,4b maintain low nutrient and moderate DO,TRUE,FALSE,FALSE,FALSE,,,December,March,Low flow fresh,Low-flow-season freshes,,"2 spring, 2 summer",,80.9 mAHD,,
Ra_0000084,PU_0000006,"1a: Medium sands may be locally mobilised
1b: Silts may be locally scoured",FALSE,FALSE,FALSE,TRUE,,,Any time,Any time,Bank full,Bank-full,1600 ML/d,annual,7 days,81.6 mAHD,,
Ra_0000085,PU_0000006,1e: Sands may be locally mobilised,FALSE,FALSE,FALSE,TRUE,,,Any time,Any time,Overbank,Over-bank flows,">1,600 ML/d",annual,7 days,>81.6 mAHD,,
Ra_0000086,PU_0000006,4g: Max. 120 mm per day - fish reasons,TRUE,FALSE,FALSE,FALSE,,,N/A,N/A,Maximum rate of fall,Other,,,,,,Max rate of fall: 120 mm per day
Ra_0000087,PU_0000006,1d.2: Max. 120 mm per day to minimise risk of bank slumping,FALSE,FALSE,FALSE,TRUE,,,N/A,N/A,Maximum rate of fall,Other,,,,,,Max rate of fall: 120 mm per day
Ra_0000088,PU_0000007,"2a, 3c, 3d.2 Can only survive 2 years of not being met sequentially",FALSE,TRUE,TRUE,FALSE,,,August,October,Peak,Other,≥500 ML/d,2 out of 4 years,Aug - Oct,≥78.5 mAHD,,
Ra_0000089,PU_0000007,"2a, 3c, 3d.1",FALSE,TRUE,TRUE,FALSE,,,August,October,Minimum,Other,,2 out of 4 years,Aug - Oct,78.3 mAHD,,
Ra_0000090,PU_0000007,3d.3 ( Avoid sudden declines in level: 0.2 – 0.4 m in spring over less than 2 weeks); Fauna reasons;,FALSE,FALSE,TRUE,FALSE,,,August,October,Rate,Other,,in years where macrophytes flooded,Aug - Oct,Max. drop of 0.2 m over 2 weeks,,max drop of 0.2 m over 2 weeks
Ra_0000091,PU_0000007,"2a, 2c, 3c, 4d: Expose benches; can only survive 2 years of not being met sequentially",TRUE,TRUE,TRUE,FALSE,,,February,May,Maximum,Other,,2 out of 4 years,Feb - May,<77.9 mAHD,,
Ra_0000092,PU_0000007,4e; Fish Spawning,TRUE,FALSE,FALSE,FALSE,,,September,November,Fresh,Fresh,,once in spring 2 in 3 years,3 days,≥78.7 mAHD,,
Ra_0000093,PU_0000007,"3b.2, 4a, 4f connectivity to lagoons; Refuge (Definition of Refuge see Comments/Notes)",TRUE,FALSE,TRUE,FALSE,,,December,March,N/A,N/A,,2 out of 3 years,always greater than 76.95 mAHD,77.7 mAHD; worst year 76.95 mAHD,,"Aquatic refuge habitat - assuming no pools, as insufficient data available. Fish require 1.5 m (turtles require less ~0.5 m). A depth of 1 m may be tolerated in very dry years. Deep pools are known to exist in Gunbower Creek but they have not been well do"
Ra_0000094,PU_0000007,"3b.2, 4a (cooler temps therefore lower thermal mass required); Refuge (see Comments/Notes)",TRUE,FALSE,TRUE,FALSE,,,April,November,N/A,N/A,,2 out of 3 years,always greater than 76.7 mAHD,76.95 mAHD; worst year 76.7 mAHD,,"Aquatic refuge habitat - assuming no pools, as insufficient data available. Fish require 1.5 m (turtles require less ~0.5 m). A depth of 1 m may be tolerated in very dry years. Deep pools are known to exist in Gunbower Creek but they have not been well do"
Ra_0000095,PU_0000007,4b maintain low nutrient and moderate DO,TRUE,FALSE,FALSE,FALSE,,,December,March,Low Flow Fresh,Low-flow-season freshes,250 ML/d,"2 spring, 2 summer",2 days each,78.2 mAHD,,
Ra_0000096,PU_0000007,"1a: Medium sands may be locally mobilised
1b: Silts may be locally scoured",FALSE,FALSE,FALSE,TRUE,,,Any time,Any time,Bank full,Bank-full,800 ML/d,annual,~7days,78.83 mAHD,,
Ra_0000097,PU_0000007,1e: Sands locally mobilised,FALSE,FALSE,FALSE,TRUE,,,Any time,Any time,Overbank,Over-bank flows,,Annual,~7days,≥78.83 mAHD,,
Ra_0000098,PU_0000007,4g: Max. 120 mm per day - fish reasons; 1d.2: Max. 120 mm per day to minimise risk of bank slumping,TRUE,FALSE,FALSE,FALSE,,,N/A,N/A,Maximum rate of fall,Other,,,,,,Max rate of fall: 120 mm per day
Ra_0000099,PU_0000008,"4a, 4d, 4e, 4f; Backwater  from River Murray",TRUE,FALSE,FALSE,FALSE,,,N/A,N/A,Backwater,Other,n/a,permanent,n/a,n/a,,
Ra_0000100,PU_0000008,"1c, 4b maintain low nutrient and moderate DO",TRUE,FALSE,FALSE,TRUE,,,December,June,Low flow fresh,Low-flow-season freshes,100 ML/d,"2 summer, 2 autumn",2 days each,,,
Ra_0000101,PU_0000008,"1a, 1e: Sands may be mobilised; 1b: Silts may be locally scoured; 1c",FALSE,FALSE,FALSE,TRUE,,,Any time,Any time,Bank full,Bank-full,>600 ML/d,Annual,~7days,,,
Ra_0000102,PU_0000008,4g: Max. 5 mm/hour and 120 mm per day - fish reasons,TRUE,FALSE,FALSE,FALSE,,,N/A,N/A,Max. intra-day rate of fall,Other,,,,,,Max. rate of fall 5 mm/hour and 120 mm per day
Ra_0000103,PU_0000180,"A summer low flow provides a continuous flow throughout the channel of the river connecting deep pool habitats, transporting nutrients and carbon and allowing movement of aquatic fauna (DSEWPaC 2013; Jacobs 2015a; Jacobs 2014a; Jacobs 2014g). In average t",TRUE,TRUE,FALSE,TRUE,,,December,May,Summer low flow,Low-flow-season base flows,60–100 ML/d,"Annually: Dec-May. Vary the magnitude of flow within the prescribed range throughout Dec-May. Higher magnitude in Dec,
gradual decline through Jan-Mar then gradual rise from Apr-May.",6 months,,,"The aim will be to ensure a minimum flow of 60 ML/day at all times, but flows could increase to 100 ML/day for extended periods without creating too much velocity for developing fish in slackwater edge habitats. Avoid sudden and frequent fluctuations in l"
Ra_0000104,PU_0000180,"Summer freshes are short duration increases in flow that will increase water depth by at least 10–20 cm compared to the summer low flow to inundate low benches, bars and fallen wood throughout the reach. It will also generate a shear stress of at least 1",TRUE,TRUE,FALSE,TRUE,,,December,May,Summer fresh,Fresh,220 ML/d,3 events per season: 1 between Dec and Feb; 2 between March and May.,2–3 days at peak. Ramp up to peak over 1–2 days and ramp down over 2–3 days. The whole event should last for approximately 1 week.,,,Do not actively deliver more than 1 fresh or a large fresh in Dec-Feb to avoid disturbing slackwater habitats during the main fish larval rearing phase. More frequent events are OK after February in any year and may help facilitate platypus dispersal.
Ra_0000105,PU_0000180,No rationale provided. It is assumed the rationale is similar to that for summer freshes.,TRUE,TRUE,FALSE,TRUE,,WET/AVERAGE,March,April,Summer high flow,High-flow-season base flows,900 ML/d,1 event in March – April in wet and average years,10 days at peak. Ramp up over 5 days and ramp down over approximately 14 days.,,,No more than 2 consecutive years without an event.
Ra_0000106,PU_0000180,A winter low flow will increase water depth by at least 10–20 cm compared to the summer low flow and therefore maintain important seasonal variation. It will also wet the full width of the bottom of the river channel and generate enough shear force to flu,TRUE,TRUE,FALSE,TRUE,,,June,November,Winter low flow,Low-flow-season base flows,200–220 ML/d. May drop to 60 ML/d for short periods.,"Vary the magnitude of flow within the prescribed range throughout Jun-Nov to match the natural flow regime. Ramp the flow up slowly from June to deliver the highest magnitude in Jul-Sep, then gradually drop flow through Nov.",6 months,,,June to August is not a critical time for fish movement and therefore any flow reductions for operational reasons should be restricted to that period. Flows should remain above 200 ML/day from September to November because migratory species such as Golden
Ra_0000107,PU_0000180,A winter fresh will increase water depth by approximately 0.5–1.0 m above the winter low flow level and is sufficient to inundate low benches and backwater habitats throughout all reaches. It will also create a shear stress of 0.16–1.2 N/m2 in pool habita,TRUE,TRUE,FALSE,TRUE,,WET/AVERAGE,September,October,Winter fresh,Fresh,900 ML/d,1 event in September-October in wet and average years. Not expected in dry years.,Ramp up over 5 days and ramp down over approximately 14 days.,,,Avoid more than two consecutive years without an event.
Ra_0000108,PU_0000180,Bankfull flow events create the maximum shear stress within the river channel and hence determine the distribution and size of pools and benches throughout the reach.  The bankfull flows will scour sediment from pools to maintain their volume and depth an,TRUE,TRUE,FALSE,TRUE,,,N/A,N/A,Bank full,Bank-full,2000 ML/d,"3–4 per decade, but no more than 1–2 events per decade during the Platypus breeding season (i.e. August-March).",3–4 days at peak,,,"It will be difficult to deliver a flow of this magnitude in the Lower Loddon River with existing infrastructure. Even if it can be delivered, the magnitude will probably need to be capped to limit the risk of unwanted flooding on private land."
